log1_anom_all_5,OCSVM,0.001,0.9647546648237734,0.503157894736842,0.932,0.9503063308373043,0.9796491228070175
log1_anom_all_5,OCSVM,0.005,0.9647546648237734,0.503157894736842,0.932,0.9503063308373043,0.9796491228070175
log1_anom_all_5,OCSVM,0.01,0.9647546648237734,0.503157894736842,0.932,0.9503063308373043,0.9796491228070175
log1_anom_all_5,OCSVM,0.05,0.9405099150141644,0.4926315789473684,0.888,0.9492494639027877,0.9319298245614035
log1_anom_all_5,OCSVM,0.1,0.9182344428364689,0.47859649122807024,0.8493333333333334,0.9477221807318895,0.8905263157894737
log1_anom_all_5,OCSVM,0.3,0.8162939297124601,0.4785964912280702,0.6933333333333334,0.9471733086190918,0.7171929824561404
log1_anom_all_5,OCSVM,0.5,0.6581118240146654,0.49192982456140344,0.5026666666666667,0.9484808454425363,0.503859649122807
log1_anom_all_5,SVM,,0.9743589743589743,0.5,0.95,0.95,1.0
log1_anom_all_10,OCSVM,0.001,0.9299999999999999,0.4901487813820652,0.8693333333333333,0.8954607977991746,0.9673105497771174
log1_anom_all_10,OCSVM,0.005,0.9299999999999999,0.4901487813820652,0.8693333333333333,0.8954607977991746,0.9673105497771174
log1_anom_all_10,OCSVM,0.01,0.9299999999999999,0.4901487813820652,0.8693333333333333,0.8954607977991746,0.9673105497771174
log1_anom_all_10,OCSVM,0.05,0.9084943492526432,0.47259315721425676,0.8326666666666667,0.8919112383679313,0.9257057949479941
log1_anom_all_10,OCSVM,0.1,0.8884744498321522,0.4748895235522278,0.8006666666666666,0.8921348314606742,0.8848439821693908
log1_anom_all_10,OCSVM,0.3,0.7731442869057548,0.43850948457189176,0.6373333333333333,0.8811787072243346,0.6887072808320951
log1_anom_all_10,OCSVM,0.5,0.6901217861975643,0.44001949016807856,0.542,0.878300803673938,0.5683506686478454
log1_anom_all_10,SVM,,0.9458889669711876,0.5,0.8973333333333333,0.8973333333333333,1.0
log1_anom_all_15,OCSVM,0.001,0.9231873653984206,0.5,0.8573333333333333,0.8573333333333333,1.0
log1_anom_all_15,OCSVM,0.005,0.9231873653984206,0.5,0.8573333333333333,0.8573333333333333,1.0
log1_anom_all_15,OCSVM,0.01,0.9231873653984206,0.5,0.8573333333333333,0.8573333333333333,1.0
log1_anom_all_15,OCSVM,0.05,0.8864059590316573,0.4743572041104054,0.7966666666666666,0.8506075768406004,0.9253499222395023
log1_anom_all_15,OCSVM,0.1,0.8625047874377634,0.4728383308382146,0.7606666666666667,0.849811320754717,0.8755832037325039
log1_anom_all_15,OCSVM,0.3,0.73071837814015,0.4625041787183326,0.5926666666666667,0.8433367243133265,0.6446345256609642
log1_anom_all_15,OCSVM,0.5,0.6187899655681259,0.4688558305838578,0.48333333333333334,0.8420348058902276,0.4891135303265941
log1_anom_all_15,SVM,,0.9231873653984206,0.5,0.8573333333333333,0.8573333333333333,1.0
log1_anom_all_20,OCSVM,0.001,0.8766404199475065,0.49480500515172576,0.7806666666666666,0.7909336941813261,0.9831791421362489
log1_anom_all_20,OCSVM,0.005,0.8766404199475065,0.49480500515172576,0.7806666666666666,0.7909336941813261,0.9831791421362489
log1_anom_all_20,OCSVM,0.01,0.8766404199475065,0.49480500515172576,0.7806666666666666,0.7909336941813261,0.9831791421362489
log1_anom_all_20,OCSVM,0.05,0.8545176110260337,0.47573280256585687,0.7466666666666667,0.7842586085734364,0.9386038687973086
