log1_anom_all_5,OCSVM,0.001,0.9633471645919779,0.49493621065363685,0.9293333333333333
log1_anom_all_5,OCSVM,0.005,0.9633471645919779,0.49493621065363685,0.9293333333333333
log1_anom_all_5,OCSVM,0.01,0.9633471645919779,0.49493621065363685,0.9293333333333333
log1_anom_all_5,OCSVM,0.05,0.9427966101694916,0.4883124862005741,0.892
log1_anom_all_5,OCSVM,0.1,0.9313795568263046,0.49079878277063677,0.872
log1_anom_all_5,OCSVM,0.3,0.8214711729622267,0.4852358141901296,0.7006666666666667
log1_anom_all_5,OCSVM,0.5,0.710722100656455,0.4694444711100018,0.5593333333333333
log1_anom_all_5,SVM,,0.975059788179023,0.5,0.9513333333333334
log1_anom_all_10,OCSVM,0.001,0.9410518884574657,0.48792093704245976,0.8886666666666667
log1_anom_all_10,OCSVM,0.005,0.9410518884574657,0.48792093704245976,0.8886666666666667
log1_anom_all_10,OCSVM,0.01,0.9410518884574657,0.48792093704245976,0.8886666666666667
log1_anom_all_10,OCSVM,0.05,0.9206349206349206,0.4819824741592185,0.8533333333333334
log1_anom_all_10,OCSVM,0.1,0.9047619047619048,0.47070649679858395,0.8266666666666667
log1_anom_all_10,OCSVM,0.3,0.7498931167165455,0.4628012936780228,0.61
log1_anom_all_10,OCSVM,0.5,0.628708133971292,0.4904831625183016,0.4826666666666667
log1_anom_all_10,SVM,,0.9532449406838799,0.5,0.9106666666666666
log1_anom_all_15,OCSVM,0.001,0.920086393088553,0.5,0.852
log1_anom_all_15,OCSVM,0.005,0.920086393088553,0.5,0.852
log1_anom_all_15,OCSVM,0.01,0.920086393088553,0.5,0.852
log1_anom_all_15,OCSVM,0.05,0.8883097542814594,0.4825106796937783,0.8
log1_anom_all_15,OCSVM,0.1,0.8758958883440211,0.4767478746351985,0.7806666666666666
log1_anom_all_15,OCSVM,0.3,0.7473002159827214,0.4510320179334264,0.61
log1_anom_all_15,OCSVM,0.5,0.6341463414634148,0.47952882459924706,0.5
log1_anom_all_15,SVM,,0.920086393088553,0.5,0.852
log1_anom_all_20,OCSVM,0.001,0.8950276243093923,0.5,0.81
log1_anom_all_20,OCSVM,0.005,0.8950276243093923,0.5,0.81
log1_anom_all_20,OCSVM,0.01,0.8950276243093923,0.5,0.81
log1_anom_all_20,OCSVM,0.05,0.865479348237969,0.47522200563136235,0.7633333333333333
log1_anom_all_20,OCSVM,0.1,0.8543987706492508,0.47340264240849034,0.7473333333333333
log1_anom_all_20,OCSVM,0.3,0.7167785234899328,0.44541910331384016,0.578
log1_anom_all_20,OCSVM,0.5,0.5915637860082305,0.466450075806801,0.4706666666666667
log1_anom_all_20,SVM,,0.8950276243093923,0.5,0.81
log1_anom_all_30,OCSVM,0.001,0.8294966835739367,0.5,0.7086666666666667
log1_anom_all_30,OCSVM,0.005,0.8294966835739367,0.5,0.7086666666666667
log1_anom_all_30,OCSVM,0.01,0.8294966835739367,0.5,0.7086666666666667
log1_anom_all_30,OCSVM,0.05,0.7990275526742302,0.48437671543987376,0.6693333333333333
log1_anom_all_30,OCSVM,0.1,0.7614601018675722,0.46882985204432,0.6253333333333333
log1_anom_all_30,OCSVM,0.3,0.6724220623501199,0.46245029933416715,0.5446666666666666
log1_anom_all_30,OCSVM,0.5,0.5736263736263736,0.4766527960459044,0.4826666666666667
log1_anom_all_30,SVM,,0.8294966835739367,0.5,0.7086666666666667
log1_anom_rework_5,OCSVM,0.001,0.9778534923339013,0.5,0.9566666666666667
log1_anom_rework_5,OCSVM,0.005,0.9778534923339013,0.5,0.9566666666666667
log1_anom_rework_5,OCSVM,0.01,0.9778534923339013,0.5,0.9566666666666667
log1_anom_rework_5,OCSVM,0.05,0.9421312632321807,0.4728491021173948,0.8906666666666667
log1_anom_rework_5,OCSVM,0.1,0.9180209461899602,0.4582417582417582,0.8486666666666667
log1_anom_rework_5,OCSVM,0.3,0.8062700964630226,0.46486196730099166,0.6786666666666666
log1_anom_rework_5,OCSVM,0.5,0.633920296570899,0.43832752613240417,0.47333333333333333
log1_anom_rework_5,SVM,,0.9828767123287672,0.6153846153846154,0.9666666666666667
log1_anom_rework_10,OCSVM,0.001,0.9323843416370108,0.48953662182361735,0.8733333333333333
